"Protein","Count_ABP","Count_Comp","Count_NP","Mean_ABP","Mean_Comp","Mean_NP","Fold_change_ABP_vs_Comp","Fold_change_ABP_vs_NP","Fold_change_Comp_vs_NP","P_value_A_ABP_vs_Comp","P_value_A_ABP_vs_NP","P_value_A_Comp_vs_NP","Flag_A_ABP_vs_Comp","Flag_A_ABP_vs_NP","Flag_A_Comp_vs_NP"
"tr|D4A2D8|D4A2D8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5RJT2|SPB1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A8K3|D4A8K3_RAT",2,2,0,0.713303592625035,1.33954560467937,NA,-0.626242012054334,NA,NA,0.42021286961865,NA,NA,0,0,0
"sp|P10719|ATPB_RAT",3,3,1,2.5575482190989,2.26631675958185,-1.67752701574207,0.291231459517046,4.23507523484096,3.94384377532392,0.399082816724587,0.000633172064814179,0.000833239083968867,0,1,1
"sp|Q68FX0|IDH3B_RAT",3,3,0,2.17467281234297,2.11546716454312,NA,0.0592056477998559,NA,NA,0.834657353164081,NA,NA,0,0,0
"tr|D4A8H5|D4A8H5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R439|M0R439_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9JIX5|CHD8_RAT",3,2,3,0.908631832249999,1.50862265836174,1.51630427670832,-0.599990826111739,-0.607672444458318,-0.00768161834657977,0.413793281972043,0.359364295714244,0.991340564897256,0,0,0
"sp|Q3T1J2|MBOA2_RAT",3,3,0,1.11499935254537,1.13091539693232,NA,-0.0159160443869517,NA,NA,0.977281098262812,NA,NA,0,0,0
"sp|P29101|SYT2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZA53|D3ZA53_RAT",2,3,0,1.47088922618513,0.537595367836282,NA,0.933293858348845,NA,NA,0.143452203147484,NA,NA,0,0,0
"tr|D4A678|D4A678_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q80ZG5|SLU7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1MA76|F1MA76_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZRD9|D3ZRD9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R455|M0R455_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P11497|ACACA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q6P3V8|Q6P3V8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B1WBT6|B1WBT6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZVW3|D3ZVW3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZWB4|D3ZWB4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q3B8N8|PESC_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4AAU6|D4AAU6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0RD14|M0RD14_RAT",3,3,2,1.63867617108345,0.794868563231964,-1.74644177762791,0.843807607851487,3.38511794871136,2.54131034085988,0.0959469075112822,0.000733225802942051,0.00268174819170112,0,1,1
"sp|P62260|1433E_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P05065|ALDOA_RAT",3,3,3,1.93205383563233,1.37852593892038,-0.630612716873381,0.553527896711948,2.56266655250571,2.00913865579377,0.00182296850521983,2.99996493879293e-07,1.27112154431274e-06,1,1,1
"sp|Q6P6R2|DLDH_RAT",3,3,1,1.69394233948075,1.36267127368247,-0.0733750477694163,0.331271065798285,1.76731738725017,1.43604632145189,0.315007789653655,0.0123479872373296,0.024482814704474,0,1,1
"sp|P47863|AQP4_RAT",3,3,0,2.0892018345093,1.64147693435081,NA,0.447724900158488,NA,NA,0.112005006409398,NA,NA,0,0,0
"sp|P02091|HBB1_RAT",3,3,3,1.4503479853099,1.09095591036512,-0.649903455219,0.359392074944774,2.1002514405289,1.74085936558412,0.100413299364016,2.81818074798373e-05,8.24250086327952e-05,0,1,1
"sp|P52873|PYC_RAT",3,3,3,1.67786713567076,1.44626165362799,0.869596218206261,0.231605482042774,0.808270917464499,0.576665435421725,0.503618958589194,0.0476616499168945,0.126956060510425,0,1,0
"sp|Q5DT39|KLRI1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P35213|1433B_RAT",3,3,3,1.68207547720192,1.14102196301862,-1.35247493893761,0.5410535141833,3.03455041613953,2.49349690195623,0.0639014927519161,1.45056708357872e-05,4.50584127728741e-05,0,1,1
"sp|P34058|HS90B_RAT",3,3,1,1.60855514320821,1.17800985562141,-0.60340178737249,0.430545287586793,2.2119569305807,1.7814116429939,0.229444032029927,0.0067553167637079,0.0143100478850753,0,1,1
"sp|P16617|PGK1_RAT",3,3,3,1.87156463860213,1.30942151535832,-1.19800006642682,0.562143123243805,3.06956470502894,2.50742158178514,0.067665957168964,1.88677062147843e-05,6.03685443048959e-05,0,1,1
"tr|F1M1Y1|F1M1Y1_RAT",3,3,2,2.82642262026628,2.00100493692549,-0.239981057126807,0.825417683340783,3.06640367739309,2.2409859940523,0.0617500087203531,0.000501952654455577,0.00210850892116477,0,1,1
"tr|F1M9V7|F1M9V7_RAT",3,3,3,1.91937722082726,1.55482375210265,-0.729648750827291,0.364553468724603,2.64902597165455,2.28447250292995,0.124641330934392,1.29604840301526e-05,3.05456152479084e-05,0,1,1
"sp|P60711|ACTB_RAT",3,3,2,1.5498220799347,1.40622712047954,-1.30163842912947,0.143594959455164,2.85146050906417,2.70786554960901,0.741924390602705,0.00161308092252289,0.0020331252523418,0,1,1
"sp|P06685|AT1A1_RAT",3,3,0,1.6628790363639,1.51611304609054,NA,0.146765990273364,NA,NA,0.420529726911355,NA,NA,0,0,0
"sp|P61265|STX1B_RAT",3,3,0,2.26304957372312,1.57120323707916,NA,0.691846336643957,NA,NA,0.109526078277036,NA,NA,0,0,0
"sp|P21575|DYN1_RAT",3,3,0,1.268882654804,1.01655785118154,NA,0.252324803622456,NA,NA,0.185626905129026,NA,NA,0,0,0
"sp|P02770|ALBU_RAT",3,3,2,1.94641425008446,1.29564391896897,-1.37147241621971,0.650770331115484,3.31788666630417,2.66711633518868,0.0263119965949281,3.09950415034289e-05,8.97760575330825e-05,1,1,1
"tr|E9PTR3|E9PTR3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q99NA5|IDH3A_RAT",3,3,1,2.0129879428425,1.86619679126361,-0.586519652177638,0.146791151578897,2.59950759502014,2.45271644344125,0.60868575348059,0.00225745153208569,0.00280393976234844,0,1,1
"tr|D3ZCQ7|D3ZCQ7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P06687|AT1A3_RAT",3,3,2,2.45558026244206,2.15774625793054,-0.184254377812418,0.297834004511519,2.63983464025448,2.34200063574296,0.259131976657373,0.000163862634420138,0.000290197793168386,0,1,1
"sp|P14882|PCCA_RAT",3,3,3,1.21500238008039,0.852935492395087,1.25401155063792,0.362066887685305,-0.0390091705575291,-0.401076058242834,0.456639247104286,0.934488805789825,0.412118984862164,0,0,0
"tr|A0A0G2JTX7|A0A0G2JTX7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q63560|MAP6_RAT",3,3,0,0.671899762946993,1.14372170050537,NA,-0.471821937558381,NA,NA,0.366786505173553,NA,NA,0,0,0
"sp|P13233|CN37_RAT",3,3,0,1.84328673000978,1.52402629212177,NA,0.319260437888008,NA,NA,0.326709362307803,NA,NA,0,0,0
"sp|P11517|HBB2_RAT",3,3,2,2.32703768162405,0.997710704594123,-0.347052929771184,1.32932697702993,2.67409061139523,1.34476363436531,0.0407421893952037,0.00435292856059507,0.0558328499105223,1,1,0
"tr|A0A0G2K099|A0A0G2K099_RAT",3,3,0,2.01093958251132,1.45850092429932,NA,0.552438658212004,NA,NA,0.10622132191359,NA,NA,0,0,0
"tr|M0R5J4|M0R5J4_RAT",3,3,3,1.72963940743452,1.38070846069967,-0.291144559034919,0.348930946734854,2.02078396646944,1.67185301973458,0.129083022101359,5.21167022301901e-05,0.000152226097684815,0,1,1
"sp|Q4QQT4|2AAB_RAT",3,3,1,1.83345893829933,1.581401818086,-0.695032713781941,0.252057120213328,2.52849165208127,2.27643453186794,0.115422872329805,0.000141876641611316,0.000214319191987221,0,1,1
"sp|P47942|DPYL2_RAT",3,3,3,1.64844099831217,1.23440487302735,-2.22506491079617,0.414036125284821,3.87350590910834,3.45946978382351,0.266532571949327,2.65120769407443e-05,5.07490585421553e-05,0,1,1
"sp|Q62950|DPYL1_RAT",3,3,1,0.129769351632716,-0.180226671160313,-2.55749224835145,0.309996022793029,2.68726159998417,2.37726557719114,0.501687661575484,0.0106481560828611,0.0161342496518716,0,1,1
"tr|D4ACB1|D4ACB1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P61765|STXB1_RAT",3,3,3,1.38007093078837,1.05835867706668,-1.05482086765982,0.321712253721689,2.43489179844819,2.11317954472651,0.441304695535648,0.000785260982222889,0.00164148307139818,0,1,1
"sp|P62815|VATB2_RAT",3,3,3,1.91485594598431,1.65465506667919,-0.99242860900763,0.260200879305116,2.90728455499194,2.64708367568682,0.51043558091778,0.000231511681446805,0.000387256679272596,0,1,1
"tr|F7FGY2|F7FGY2_RAT",3,3,2,1.50875301951604,1.09890748354833,-2.45209574260485,0.409845535967714,3.96084876212089,3.55100322615318,0.0652801547462637,5.30932758870434e-06,9.10994632554276e-06,0,1,1
"sp|P60881|SNP25_RAT",3,3,0,1.60508515820957,1.39096503718783,NA,0.214120121021736,NA,NA,0.662639620550403,NA,NA,0,0,0
"sp|P61983|1433G_RAT",3,2,2,1.941774150609,1.12689364682102,0.110410241140514,0.814880503787979,1.83136390946848,1.0164834056805,0.0635382018110408,0.0046134338126104,0.0441273239918302,0,1,1
"tr|F1M1B9|F1M1B9_RAT",3,3,1,2.45167544329536,2.27125977004157,0.627667640609077,0.180415673253787,1.82400780268628,1.6435921294325,0.447345750456701,0.00384235408246474,0.00560995433344608,0,1,1
"sp|O55156|CLIP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4AAF0|D4AAF0_RAT",3,3,0,1.38978263306079,1.1426879266548,NA,0.247094706405997,NA,NA,0.210933590307352,NA,NA,0,0,0
"sp|Q9Z1L0|PK3CB_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5XHY8|F217A_RAT",3,3,0,1.29684064488858,0.972590821481039,NA,0.32424982340754,NA,NA,0.181687574121165,NA,NA,0,0,0
"tr|A0A0G2JUM9|A0A0G2JUM9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6IFW6|K1C10_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4AE10|D4AE10_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6AY84|SCRN1_RAT",3,3,1,2.34373060965965,2.16075997654038,-0.0973885769965858,0.18297063311927,2.44111918665624,2.25814855353697,0.553958429326192,0.00368390309661519,0.00489555296836387,0,1,1
"sp|B2GV06|SCOT1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2KA73|A0A0G2KA73_RAT",3,3,1,0.743711388321448,0.644694347554805,-0.667762222799374,0.0990170407666427,1.41147361112082,1.31245657035418,0.912766140680044,0.304911220970429,0.335714875947779,0,0,0
"tr|D3ZGU4|D3ZGU4_RAT",3,3,0,1.88832376671651,1.07203440808955,NA,0.816289358626963,NA,NA,0.000256762811657889,NA,NA,1,0,0
"sp|Q9ER34|ACON_RAT",3,3,3,1.74932784521382,1.36799478570479,-0.242386151637909,0.381333059509029,1.99171399685173,1.6103809373427,0.129853991596829,9.50395989251879e-05,0.000310486427195518,0,1,1
"tr|D3ZFJ6|D3ZFJ6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|F1LNI5|PPM1G_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5XIF6|TBA4A_RAT",3,3,0,1.97994602847774,1.48602106030096,NA,0.493924968176781,NA,NA,0.38477017569645,NA,NA,0,0,0
"tr|A0A0H2UHM7|A0A0H2UHM7_RAT",3,3,3,2.12393518728751,1.51953375915937,-1.87283013900296,0.60440142812814,3.99676532629047,3.39236389816233,0.215690045598381,9.58412263492952e-05,0.000239621987671234,0,1,1
"tr|D4A7E8|D4A7E8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9QY17|PACN2_RAT",3,3,1,1.90395682623537,1.7386706666453,-0.1290263243465,0.165286159590076,2.03298315058187,1.8676969909918,0.444296550104614,0.00180290856593282,0.00247824006155049,0,1,1
"sp|P63029|TCTP_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P37377|SYUA_RAT",3,3,0,1.95973681673641,1.7436381822632,NA,0.216098634473211,NA,NA,0.69982540013819,NA,NA,0,0,0
"sp|Q6RUV5|RAC1_RAT",3,3,2,2.18110669584002,1.63085637047644,-1.66330761634519,0.550250325363577,3.84441431218521,3.29416398682163,0.273388336849575,0.000594157960457235,0.00121151693506549,0,1,1
"tr|D4A133|D4A133_RAT",3,3,2,1.96889658975977,1.28888547276251,-1.03759623140289,0.680011116997258,3.00649282116266,2.3264817041654,0.155975796828412,0.0012000707891442,0.00374666571688371,0,1,1
"tr|D3ZZH7|D3ZZH7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZIB0|D3ZIB0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZGX8|D3ZGX8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5M9I6|MMTA2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q63035|NLRP6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P0C6C0|SPKAP_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|D3ZJ47|MNAR1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P02650|APOE_RAT",3,3,1,2.06588541192101,1.629581504022,-0.268803791831009,0.436303907899018,2.33468920375202,1.898385295853,0.0388206270527973,0.000330793829397213,0.000737970386226645,1,1,1
"sp|O88989|MDHC_RAT",3,3,0,2.5797432899651,1.78965238591103,NA,0.790090904054071,NA,NA,0.00413291958449334,NA,NA,1,0,0
"tr|D3ZNG3|D3ZNG3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K8V3|A0A0G2K8V3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M7Z2|F1M7Z2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R3L1|M0R3L1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LM47|F1LM47_RAT",3,3,0,1.67846132472834,0.966982092206256,NA,0.711479232522085,NA,NA,0.0267889276801483,NA,NA,1,0,0
"sp|P69897|TBB5_RAT",3,3,0,2.74203101618251,2.11934125364823,NA,0.622689762534272,NA,NA,0.289662521130433,NA,NA,0,0,0
"sp|P11980|KPYM_RAT",3,3,2,2.0038664350549,1.35024492299172,-1.20316273135083,0.653621512063176,3.20702916640572,2.55340765434255,0.00740810285283327,7.32884765368855e-06,2.25256338412521e-05,1,1,1
"tr|G3V727|G3V727_RAT",3,3,0,1.24073450963761,0.980872371990049,NA,0.259862137647559,NA,NA,0.579458249772599,NA,NA,0,0,0
"tr|A0A0G2K3I6|A0A0G2K3I6_RAT",3,3,3,1.78582958331514,1.08508243256702,-1.39644397843639,0.700747150748125,3.18227356175154,2.48152641100341,0.221388116289595,0.000814125638698883,0.00290489764631493,0,1,1
"sp|Q4QRB4|TBB3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P85108|TBB2A_RAT",3,3,1,2.35480418279453,1.6104560799004,-1.99334817737069,0.744348102894126,4.34815236016521,3.60380425727109,0.146587082895386,0.00175481372868903,0.00353473804510764,0,1,1
"sp|P82995|HS90A_RAT",3,3,0,2.09151108181513,1.40153665630957,NA,0.689974425505559,NA,NA,0.019978246375382,NA,NA,1,0,0
"sp|P15684|AMPN_RAT",3,3,3,2.4085752068377,2.09481891057043,-2.18167996542619,0.313756296267271,4.59025517226388,4.27649887599661,0.0577931060869979,4.13055015270709e-08,6.303998536265e-08,0,1,1
"sp|P02688|MBP_RAT",3,3,1,2.18334145483405,1.71902028549634,0.206423634783883,0.464321169337703,1.97691782005016,1.51259665071246,0.0726855335006766,0.00188337212245268,0.00506785979782251,0,1,1
"sp|P63102|1433Z_RAT",3,3,1,2.15623946542015,1.8265025381584,0.190148220107727,0.329736927261749,1.96609124531242,1.63635431805067,0.286136231980834,0.00658198706119693,0.0124895409662772,0,1,1
"sp|Q02563|SV2A_RAT",3,3,2,1.72360680128866,1.45703392160904,-1.11063438755047,0.266572879679618,2.83424118883913,2.56766830915952,0.22504219914553,4.52674107469327e-05,7.32118985242903e-05,0,1,1
"sp|P60203|MYPR_RAT",3,3,0,1.4348775677046,1.35978422246655,NA,0.0750933452380558,NA,NA,0.633329037202336,NA,NA,0,0,0
