"Protein","Count_ABP","Count_Comp","Count_NP","Mean_ABP","Mean_Comp","Mean_NP","Fold_change_ABP_vs_Comp","Fold_change_ABP_vs_NP","Fold_change_Comp_vs_NP","P_value_A_ABP_vs_Comp","P_value_A_ABP_vs_NP","P_value_A_Comp_vs_NP","Flag_A_ABP_vs_Comp","Flag_A_ABP_vs_NP","Flag_A_Comp_vs_NP"
"tr|D3ZGY4|D3ZGY4_RAT",3,3,2,1.91458910265696,0.799325965028938,-1.37327783385284,1.11526313762802,3.28786693650979,2.17260379888178,0.0272089732314303,0.000453426188395681,0.00298737227196155,1,1,1
"sp|Q5XIJ9|SCO2A_RAT",3,1,0,0.463486416715415,-0.706670254975076,NA,1.17015667169049,NA,NA,0.222659903609504,NA,NA,0,0,0
"sp|D3ZSP7|TTC3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A096MJX4|A0A096MJX4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P00884|ALDOB_RAT",3,3,1,1.9857006914818,1.41584308228171,-0.0179153719903425,0.56985760920009,2.00361606347214,1.43375845427205,0.300016409199027,0.0416632877781314,0.101771320817142,0,1,0
"sp|E9PU28|IMDH2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4ADJ1|D4ADJ1_RAT",3,3,2,2.19777484249121,1.58772973890875,-1.56956448107824,0.610045103582466,3.76733932356945,3.15729421998699,0.128436922422872,0.000166753459479937,0.000386569129421366,0,1,1
"sp|Q9JHW0|PSB7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35331|PDXK_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K7M1|A0A0G2K7M1_RAT",3,3,1,4.20215142741351,3.09736228702403,-2.26040256620502,1.10478914038949,6.46255399361853,5.35776485322905,0.50103491771906,0.0378108668601799,0.0644273041517338,0,1,0
"tr|A0A0G2JYY8|A0A0G2JYY8_RAT",3,3,2,1.8116947940152,1.29920840620325,-1.79592450437388,0.512486387811947,3.60761929838907,3.09513291057713,0.0290034740364326,7.26628096686137e-06,1.54707913845189e-05,1,1,1
"sp|Q4FZU2|K2C6A_RAT",3,3,3,0.492761640702422,0.533405456659294,0.326654453519056,-0.0406438159568717,0.166107187183366,0.206751003140238,0.918937615189568,0.679633005968733,0.608718353336728,0,0,0
"sp|Q62634|VGLU1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P07340|AT1B1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P07323|ENOG_RAT",3,3,2,2.15046685950616,1.59106700980881,0.263944083144289,0.559399849697354,1.88652277636187,1.32712292666452,0.276129942723706,0.0141994234305473,0.0486445925854374,0,1,1
"sp|P81155|VDAC2_RAT",3,3,1,2.1769349096981,1.22248858831171,-2.21596539930844,0.954446321386385,4.39290030900654,3.43845398762015,0.0168109822386216,0.0002110031782132,0.000548397729692016,1,1,1
"tr|M0R7V3|M0R7V3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P59215|GNAO_RAT",3,3,0,1.93465766435585,1.36508874381074,NA,0.569568920545106,NA,NA,0.311721687623328,NA,NA,0,0,0
"tr|D4A9W1|D4A9W1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JWY8|A0A0G2JWY8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5XIQ5|SDA1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q641W7|TTLL9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5PPP3|TCAL1_RAT",3,3,0,2.08353846267226,1.81732008797686,NA,0.266218374695393,NA,NA,0.451473576263723,NA,NA,0,0,0
"sp|M0RD54|CEFIP_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|G3V8Q8|G3V8Q8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|F1LMZ8|PSD11_RAT",3,3,1,2.20903739538158,2.04538517693051,-0.128531371442208,0.16365221845107,2.33756876682379,2.17391654837272,0.686953867714649,0.0118823391451142,0.0151902910528944,0,1,1
"tr|D4AD21|D4AD21_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|G3V728|G3V728_RAT",3,3,0,2.26429433575224,1.5951138691102,NA,0.669180466642045,NA,NA,0.238170545578493,NA,NA,0,0,0
"sp|P25113|PGAM1_RAT",3,2,0,1.76198212419441,0.867734131353211,NA,0.894247992841202,NA,NA,0.0834582781717164,NA,NA,0,0,0
"tr|D3ZB78|D3ZB78_RAT",3,3,1,1.88841242260628,1.60147824939253,-0.201654796961457,0.28693417321375,2.09006721956774,1.80313304635399,0.362581127721917,0.0061355482500568,0.010320851944816,0,1,1
"sp|O88767|PARK7_RAT",3,3,0,2.1442426568669,1.57966253266364,NA,0.564580124203255,NA,NA,0.00174383311834276,NA,NA,1,0,0
"sp|Q5XII0|EPDR1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZU90|D3ZU90_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6P6V0|G6PI_RAT",3,3,2,1.9565344419441,1.31262097498815,-1.39437427718555,0.64391346695595,3.35090871912964,2.70699525217369,0.0647803130287849,0.000108857400372642,0.000302476009473964,0,1,1
"tr|F1LN08|F1LN08_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LS72|F1LS72_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5U317|FIP1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P54690|BCAT1_RAT",3,3,0,1.70667813848588,1.23553357178219,NA,0.471144566703691,NA,NA,0.266571196419746,NA,NA,0,0,0
"sp|P11442|CLH1_RAT",3,3,1,2.08696317636329,1.82349902555208,-0.650249815849135,0.263464150811204,2.73721299221242,2.47374884140122,0.036700403123792,2.24083961670647e-05,3.34942049267395e-05,1,1,1
"sp|O35509|RB11B_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P32851|STX1A_RAT",3,3,1,2.53864369078172,2.00300541272762,-0.414631228755629,0.5356382780541,2.95327491953735,2.41763664148325,0.216373263387667,0.00462892857781434,0.00944226446851778,0,1,1
"tr|A0A0G2KAD4|A0A0G2KAD4_RAT",3,2,1,1.28207152208263,1.27452924055976,0.0596092636982227,0.00754228152287095,1.2224622583844,1.21491997686153,0.992810280909734,0.298892274269777,0.325006541104592,0,0,0
"tr|D3ZRB5|D3ZRB5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O55197|C3AR_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZMM2|D3ZMM2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZQ24|D3ZQ24_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q06645|AT5G1_RAT",3,3,0,2.49289609466452,1.54901120838671,NA,0.943884886277807,NA,NA,0.0638599381096835,NA,NA,0,0,0
"tr|D4ABZ5|D4ABZ5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P47860|PFKAP_RAT",3,3,0,1.636252429043,1.72225087952637,NA,-0.0859984504833686,NA,NA,0.61618040517984,NA,NA,0,0,0
"sp|Q8VBU2|NDRG2_RAT",3,3,0,1.49326581836573,0.891316866127222,NA,0.601948952238504,NA,NA,0.0927241471572532,NA,NA,0,0,0
"sp|P25286|VPP1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35413|SRBS2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P00564|KCRM_RAT",3,3,3,2.0252620592983,1.28653280590915,-2.49878195396245,0.738729253389151,4.52404401326075,3.7853147598716,0.000463881989237866,1.19248882437982e-08,3.46226838551011e-08,1,1,1
"sp|P11505|AT2B1_RAT",3,3,0,2.24809807553537,1.50938538649025,NA,0.738712689045121,NA,NA,0.0569967861300294,NA,NA,0,0,0
"tr|F7FDE0|F7FDE0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35353|GBB4_RAT",3,3,0,2.20246980519334,1.78423526238601,NA,0.418234542807327,NA,NA,0.512361272708599,NA,NA,0,0,0
"tr|D3ZAP7|D3ZAP7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B2GUX8|B2GUX8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P04639|APOA1_RAT",3,3,0,2.10347063441416,1.19353412524642,NA,0.909936509167732,NA,NA,0.0842701775301518,NA,NA,0,0,0
"tr|F1LPI1|F1LPI1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|B1WC86|MPPE1_RAT",3,2,0,1.39222982021695,0.682125649629036,NA,0.71010417058791,NA,NA,0.0141987142406956,NA,NA,1,0,0
"tr|F1M6C2|F1M6C2_RAT",3,3,1,2.40836265028698,2.31118228235875,-1.14034456387814,0.0971803679282353,3.54870721416513,3.45152684623689,0.723538280646299,0.000607305808235685,0.000676067299400277,0,1,1
"sp|P50475|SYAC_RAT",3,3,0,1.61780133044173,1.11254814367879,NA,0.505253186762942,NA,NA,0.00592689380191744,NA,NA,1,0,0
"sp|P21708|MK03_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZAT1|D3ZAT1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q00981|UCHL1_RAT",3,3,0,2.20340423090531,1.62964572609019,NA,0.573758504815121,NA,NA,0.0810907408873066,NA,NA,0,0,0
"tr|F1LP57|F1LP57_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P0C5X8|TTYH1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P19332|TAU_RAT",3,3,3,1.58195864851856,1.48324834596564,-1.24467473260318,0.0987103025529208,2.82663338112173,2.72792307856881,0.800239932940116,0.000275226745717187,0.000334479057700919,0,1,1
"sp|O35095|NCDN_RAT",3,3,1,1.96413484320646,1.3344442765649,-0.429592599517401,0.629690566641565,2.39372744272386,1.7640368760823,0.113442355622028,0.0055763516352739,0.016099352486615,0,1,1
"tr|Q6TXI7|Q6TXI7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZZS8|D3ZZS8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B2RYS8|B2RYS8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P10760|SAHH_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K7C0|A0A0G2K7C0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B1H269|B1H269_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZIP9|D3ZIP9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JVI3|A0A0G2JVI3_RAT",3,3,2,1.50393082985795,0.606571914789892,-1.27479278842391,0.89735891506806,2.77872361828186,1.8813647032138,8.14801725370251e-05,5.34695781040811e-07,3.71309902346485e-06,1,1,1
"sp|Q5XHZ0|TRAP1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P02466|CO1A2_RAT",1,1,2,1.64790670119609,-0.076953404879645,1.95225102197423,1.72486010607574,-0.30434432077813,-2.02920442685387,0.610704186652807,0.909666307824642,0.51548904685919,0,0,0
"tr|F1LYA9|F1LYA9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q568Y6|Q568Y6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2QC38|A0A0G2QC38_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P10111|PPIA_RAT",3,3,2,1.96678429578169,1.29601908552884,0.366212106734963,0.670765210252847,1.60057218904672,0.929806978793876,0.0500233305989811,0.0027467163687419,0.0243562604782159,0,1,1
"sp|D3ZU96|UBP42_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P17764|THIL_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZWV2|D3ZWV2_RAT",3,3,0,2.55816472069595,2.5196028263966,NA,0.0385618942993444,NA,NA,0.925945311884186,NA,NA,0,0,0
"sp|Q9WVC0|SEPT7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P60901|PSA6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B2GUZ9|B2GUZ9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6P9T8|TBB4B_RAT",3,3,0,2.66392902964363,1.59193529178844,NA,1.07199373785519,NA,NA,0.179756332130998,NA,NA,0,0,0
"sp|P04692|TPM1_RAT",3,2,0,0.741047605800194,0.180439577938945,NA,0.560608027861248,NA,NA,0.257760219776799,NA,NA,0,0,0
"sp|P16036|MPCP_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5BK81|PTGR2_RAT",3,3,0,1.75066804267805,1.35668904241657,NA,0.39397900026148,NA,NA,0.317332870900957,NA,NA,0,0,0
"tr|B2RZ72|B2RZ72_RAT",3,3,0,1.74570101111713,1.5068499361113,NA,0.238851075005837,NA,NA,0.598233622466246,NA,NA,0,0,0
"sp|P47858|PFKAM_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R523|M0R523_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K051|A0A0G2K051_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZH40|D3ZH40_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P50393|PA24A_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZRG8|D3ZRG8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q66H69|B3GN7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P23348|B3A3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZC46|D3ZC46_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JXI1|A0A0G2JXI1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZX56|D3ZX56_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q6VEU8|Q6VEU8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|G3V968|G3V968_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LXC7|F1LXC7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K4P4|A0A0G2K4P4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q925B4|SYT8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q05962|ADT1_RAT",3,3,1,2.6515150952918,1.84815286040078,-1.65534144275969,0.803362234891029,4.30685653805149,3.50349430316046,0.00482312071838842,2.8033396356387e-05,6.35510496633916e-05,1,1,1
"tr|A0A0G2JSL0|A0A0G2JSL0_RAT",3,3,0,1.13390056384124,0.662380056693803,NA,0.471520507147437,NA,NA,0.274922373591679,NA,NA,0,0,0
"sp|P13596|NCAM1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P32551|QCR2_RAT",3,3,0,1.98344444236904,1.43298121880944,NA,0.550463223559593,NA,NA,0.236862442247421,NA,NA,0,0,0
"sp|Q63279|K1C19_RAT",3,3,1,1.52926480637982,1.16154518357761,-0.190058198477128,0.367719622802209,1.71932300485695,1.35160338205474,0.651764327766124,0.1826879128244,0.274337493251605,0,0,0
"sp|Q5XHY5|SYTC_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K6W0|A0A0G2K6W0_RAT",3,3,2,2.71194729367125,1.84108768338868,-0.9739481816949,0.870859610282566,3.68589547536615,2.81503586508358,0.00745293299531088,1.53023110335027e-05,5.72810518809364e-05,1,1,1
"sp|P00406|COX2_RAT",3,2,0,2.1121767744923,2.28544267430581,NA,-0.17326589981351,NA,NA,0.264497175687701,NA,NA,0,0,0
"tr|O88752|O88752_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P63045|VAMP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P09606|GLNA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZJ78|D3ZJ78_RAT",3,3,1,1.12645979456839,0.844777823432036,-1.44392412029649,0.28168197113635,2.57038391486487,2.28870194372852,0.196884957357315,0.000566656084282144,0.000886489289334556,0,1,1
"tr|A0A0G2K538|A0A0G2K538_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4ADC4|D4ADC4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B1WBS2|B1WBS2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P52947|PDX1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K0I0|A0A0G2K0I0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZDB8|D3ZDB8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q4FZT2|PPME1_RAT",3,3,0,1.13934990476129,0.820665131957015,NA,0.31868477280428,NA,NA,0.553964016341078,NA,NA,0,0,0
"tr|D4AC38|D4AC38_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JU58|A0A0G2JU58_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JU09|A0A0G2JU09_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZX10|D3ZX10_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4AC33|D4AC33_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q63537|SYN2_RAT",3,2,0,1.21050820087065,0.867066925200379,NA,0.343441275670269,NA,NA,0.458426044204733,NA,NA,0,0,0
"sp|F1MA98|TPR_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M413|F1M413_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4ADC7|D4ADC7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6QDP7|CR3L2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LZG1|F1LZG1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|B4F779|DP13B_RAT",2,2,0,2.25041093358787,2.15823865795979,NA,0.0921722756280792,NA,NA,0.764898862927174,NA,NA,0,0,0
"tr|D4A0V9|D4A0V9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LZP5|F1LZP5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35814|STIP1_RAT",3,3,3,2.13248102003029,2.01998877386234,-0.752310928243339,0.112492246167951,2.88479194827363,2.77229970210568,0.612671676799156,9.44428471464368e-06,1.19093368948315e-05,0,1,1
"tr|D4A333|D4A333_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q5RK08|Q5RK08_RAT",3,3,0,0.947892786725318,0.525798258938038,NA,0.42209452778728,NA,NA,0.388268333949103,NA,NA,0,0,0
"sp|P05708|HXK1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q99PT0|DDX52_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B0BN98|B0BN98_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JUG1|A0A0G2JUG1_RAT",3,3,3,2.76363390042152,2.87727355227295,1.4623459678302,-0.113639651851432,1.30128793259132,1.41492758444275,0.877032524112542,0.113971283024849,0.0911153838117715,0,0,0
"sp|P0DP29|CALM1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0RAA8|M0RAA8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q812E4|SYTL5_RAT",3,3,3,0.971082430805863,0.925289048134762,0.055801239667932,0.045793382671101,0.915281191137931,0.86948780846683,0.901477029762076,0.0417197739867929,0.0496720210100064,0,1,1
"tr|F1M388|F1M388_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6DKG0|NAA35_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LX95|F1LX95_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F7EXD0|F7EXD0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q64428|ECHA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6IMF3|K2C1_RAT",3,3,3,1.05903946930414,0.667237183929116,0.0906272356563204,0.39180228537502,0.968412233647816,0.576609948272796,0.503226444909966,0.128946757118037,0.33510819618706,0,0,0
"sp|P48768|NAC2_RAT",3,3,1,1.68907762661248,1.56533525255327,-0.743454227360724,0.123742374059202,2.4325318539732,2.308789479914,0.686375216659754,0.00379158892833123,0.00458828137913988,0,1,1
"sp|Q9QYU4|CRYM_RAT",3,3,0,2.19602448452188,1.51414373367267,NA,0.681880750849217,NA,NA,0.0536836098039098,NA,NA,0,0,0
"sp|P62762|VISL1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZKD4|D3ZKD4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P13264|GLSK_RAT",3,3,0,1.9721715158615,1.41681308465176,NA,0.555358431209742,NA,NA,0.0104381029674272,NA,NA,1,0,0
"sp|Q9EPC6|PROF2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P80202|ACV1B_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9Z2L0|VDAC1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P63012|RAB3A_RAT",3,3,1,1.01413209541318,0.717220736834576,-1.76923663411708,0.296911358578607,2.78336872953026,2.48645737095166,0.61406211333715,0.022365743716959,0.031870884871049,0,1,1
"sp|Q5RJT0|ASHWN_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P15943|APLP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P85845|FSCN1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P24329|THTR_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q4QQV0|Q4QQV0_RAT",3,2,0,3.03886322529724,2.8708609842497,NA,0.168002241047538,NA,NA,0.509664343590218,NA,NA,0,0,0
"sp|Q68FU8|SUGP1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZCC2|D3ZCC2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q4KLK7|Q4KLK7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LRC7|F1LRC7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R6W5|M0R6W5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JY62|A0A0G2JY62_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4ACX7|D4ACX7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q7TQM4|SOAT2_RAT",3,3,0,3.0624145302739,2.52619426811234,NA,0.53622026216156,NA,NA,0.0509790155648796,NA,NA,0,0,0
